id,split,rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,upper,player_name,relabel_hit_area,relabel_landing_area,pre_ball_speed,player_movement,hitting_ball_speed,opponent_movement,score
game42_set3_113491,train,22,5,01:03:03,113491,10,12,B,2,放小球,,,2.0,7.0,0.5288,0.0162,2.0,7.0,0.2284,0.5274,,,,,7.0,0.2214,-0.0998,8.0,0.1769,0.6884,0,0,Lee Zii Jia,1.0,7.0,0.2490019059523704,0.388051374648235,0.2528960602294394,0.1044442476895165,0.2270980506494616
game42_set3_113510,train,22,6,01:03:03,113510,10,12,A,2,挑球,,1.0,2.0,7.0,0.2284,0.5274,1.0,8.0,-0.3516,-0.6501,,,,,7.0,0.0989,-0.1942,8.0,0.0512,0.478,0,1,Viktor Axelsen,8.0,7.0,0.3068708086577916,0.1115901386851755,0.3522726701153767,0.4523969248150691,0.4381339632913815
game42_set3_113543,train,22,7,01:03:04,113543,10,12,B,2,殺球,1.0,,1.0,8.0,-0.3516,-0.6501,2.0,5.0,-0.6132,0.7427,,,,,8.0,-0.1222,-0.6163,8.0,-0.1196,0.7358,0,0,Lee Zii Jia,8.0,2.0,0.4036837739632244,0.4699963049798337,0.7722295762764719,0.6776407122909472,0.7480945547880128
game42_set3_113560,train,22,8,01:03:05,113560,10,12,A,2,擋小球,,,2.0,5.0,-0.6132,0.7427,2.0,2.0,-0.4941,-0.1214,,,,,8.0,-0.1283,-0.6262,8.0,-0.4262,0.7366,0,1,Viktor Axelsen,5.0,7.0,0.8128069412016389,0.3611572990012966,0.2599485984650334,0.2499529460171465,0.5263449858820534
game42_set3_113588,train,22,9,01:03:06,113588,10,12,B,3,挑球,,1.0,2.0,2.0,-0.4941,-0.1214,2.0,13.0,-0.399,1.0678,出界,對手出界,A,,8.0,-0.3872,-0.1767,8.0,-0.1717,0.6752,0,0,Lee Zii Jia,7.0,7.0,,,,,
game42_set3_113948,val,23,1,01:03:18,113948,11,12,A,1,發短球,,1.0,2.0,,0.2604,-0.4096,2.0,7.0,0.2124,-0.0149,,,,,8.0,0.2604,-0.4096,8.0,-0.0628,0.6197,0,1,Viktor Axelsen,8.0,7.0,0.0,0.0,0.1077176311564099,0.2052087034102594,0.1045297415520211
game42_set3_113972,val,23,2,01:03:19,113972,11,12,B,2,放小球,,,2.0,7.0,0.2124,-0.0149,2.0,1.0,-0.796,0.4892,,,,,8.0,0.1143,-0.1643,8.0,-0.0783,0.6418,0,0,Lee Zii Jia,7.0,2.0,0.1654375857587946,0.3671728571841248,0.3844017819038673,0.7300525930036866,0.5084592835633639
game42_set3_113998,val,23,3,01:03:19,113998,11,12,A,2,放小球,,,2.0,1.0,-0.796,0.4892,2.0,2.0,-0.8285,0.1139,,,,,1.0,-0.1214,-0.2924,8.0,-0.5776,0.5162,0,1,Viktor Axelsen,1.0,1.0,0.434984042592268,0.3611426653992301,0.0568192678078418,0.428253126236106,0.3581455655802597
game42_set3_114031,val,23,4,01:03:21,114031,11,12,B,2,挑球,,1.0,2.0,2.0,-0.8285,0.1139,1.0,6.0,0.6985,0.8921,,,,,2.0,-0.393,-0.0322,8.0,-0.2188,0.5925,0,0,Lee Zii Jia,2.0,1.0,0.115852260895891,0.1860132299782445,0.3150012703371569,0.4413682270807146,0.3381636353176666
game42_set3_114079,val,23,5,01:03:22,114079,11,12,A,2,殺球,1.0,,1.0,6.0,0.6985,0.8921,2.0,8.0,0.2819,-0.3597,,,,,4.0,0.2024,-0.3744,8.0,0.6206,0.9423,0,1,Viktor Axelsen,4.0,7.0,0.3673738743021742,0.2638852332244916,0.9288548109512892,0.9596548370390082,0.9161592202040652
game42_set3_114092,val,23,6,01:03:23,114092,11,12,B,3,擋小球,,,2.0,8.0,0.2819,-0.3597,2.0,16.0,-1.0247,0.4623,出界,對手出界,A,,8.0,0.3397,-0.4798,4.0,0.5841,0.9313,0,0,Lee Zii Jia,8.0,2.0,,,,,
game42_set3_114603,train,24,1,01:03:40,114603,12,12,A,1,發短球,,1.0,2.0,,-0.2348,-0.3966,2.0,7.0,-0.33,0.0076,,,,,8.0,-0.2348,-0.3966,8.0,0.0621,0.6166,0,1,Viktor Axelsen,8.0,7.0,0.0,0.0,0.1225173849686857,0.2256767035354326,0.1192621036042105
game42_set3_114626,train,24,2,01:03:40,114626,12,12,B,2,放小球,,,2.0,7.0,-0.33,0.0076,2.0,2.0,0.6816,0.5205,,,,,8.0,-0.2373,-0.1425,8.0,0.0205,0.6611,0,0,Lee Zii Jia,7.0,1.0,0.1798555464237977,0.4001707807555341,0.3429117128515898,0.6106338905468887,0.4472658300051537
game42_set3_114655,train,24,3,01:03:41,114655,12,12,A,2,挑球,,1.0,2.0,2.0,0.6816,0.5205,1.0,6.0,-0.538,-0.5845,,,,,8.0,0.0376,-0.2688,8.0,0.5306,0.5376,0,1,Viktor Axelsen,6.0,1.0,0.3945643037795984,0.2999684512784668,0.3596349106689078,0.1927805925621244,0.3693922369936011
game42_set3_114696,train,24,4,01:03:43,114696,12,12,B,2,殺球,1.0,,1.0,6.0,-0.538,-0.5845,2.0,5.0,-0.5873,0.7316,,,,,8.0,-0.1498,-0.6809,8.0,-0.2495,0.7417,0,0,Lee Zii Jia,6.0,2.0,0.4108560888580205,0.4935096216916015,0.970620354729314,0.9906352953368022,0.964711111859399
game42_set3_114708,train,24,5,01:03:43,114708,12,12,A,2,擋小球,,,2.0,5.0,-0.5873,0.7316,2.0,8.0,0.3312,-0.2002,,,,,8.0,-0.3088,-0.6802,8.0,-0.3638,0.7475,0,1,Viktor Axelsen,5.0,7.0,0.9691220207400624,0.3389033841549774,0.4209548406844471,0.4556210805881571,0.744812825761499
game42_set3_114736,train,24,6,01:03:44,114736,12,12,B,2,放小球,,,2.0,8.0,0.3312,-0.2002,2.0,8.0,-0.0734,0.559,,,,,8.0,0.166,-0.2744,8.0,-0.1714,0.7746,0,0,Lee Zii Jia,8.0,7.0,0.4705941324876015,0.5392407953360293,0.2914751243629632,0.2784798573209547,0.4084788460391231
game42_set3_114761,train,24,7,01:03:45,114761,12,12,A,2,放小球,,,2.0,8.0,-0.0734,0.559,2.0,2.0,-0.6039,-0.0063,,,,,8.0,0.0712,-0.2889,8.0,0.0307,0.5834,0,1,Viktor Axelsen,8.0,1.0,0.3444546385123401,0.120956384779126,0.1899265022816045,0.399746618648313,0.3640235645733203
game42_set3_114793,train,24,8,01:03:46,114793,12,12,B,2,放小球,,1.0,2.0,2.0,-0.6039,-0.0063,2.0,1.0,-0.7704,0.3787,,,,,2.0,-0.4603,-0.0667,8.0,-0.1614,0.6696,0,0,Lee Zii Jia,2.0,2.0,0.2455256929821877,0.3500390376103214,0.1103101006472354,0.379541288869774,0.2809996516800827
game42_set3_114818,train,24,9,01:03:47,114818,12,12,A,2,放小球,,,2.0,1.0,-0.7704,0.3787,2.0,2.0,-0.8439,0.1636,,,,,1.0,-0.2586,-0.1175,7.0,-0.6767,0.4337,0,1,Viktor Axelsen,1.0,1.0,0.1679631766313224,0.3447359125313858,0.0279205161941695,0.1314380063788429,0.1105431022012848
game42_set3_114844,train,24,10,01:03:48,114844,12,12,B,2,挑球,,1.0,2.0,2.0,-0.8439,0.1636,1.0,9.0,0.1829,0.9047,,,,,2.0,-0.6728,0.0472,7.0,-0.349,0.499,0,0,Lee Zii Jia,2.0,7.0,0.087699017989376,0.1563786626650339,0.1484582627218988,0.2207343728992367,0.164668224055743
game42_set3_114908,train,24,11,01:03:50,114908,12,12,A,3,殺球,,,1.0,9.0,0.1829,0.9047,2.0,8.0,0.2174,-0.4993,對手落地致勝,落地致勝,A,,9.0,0.1901,-0.4143,8.0,0.1726,0.938,0,1,Viktor Axelsen,9.0,7.0,,,,,
game42_set3_115596,train,25,1,01:04:13,115596,13,12,A,1,發短球,,1.0,2.0,,0.2696,-0.3847,2.0,7.0,0.1144,-0.1144,,,,,8.0,0.2696,-0.3847,8.0,-0.0576,0.6086,0,1,Viktor Axelsen,8.0,7.0,0.0,0.0,0.0570153273366505,0.1350876207157209,0.0540583143764403
game42_set3_115623,train,25,2,01:04:14,115623,13,12,B,2,放小球,,1.0,2.0,7.0,0.1144,-0.1144,2.0,2.0,0.7389,0.5093,,,,,8.0,0.157,-0.1645,8.0,-0.0785,0.5976,0,0,Lee Zii Jia,7.0,1.0,0.116043262625394,0.3529830202329201,0.3469475999849206,0.6175289512160521,0.4251757646985574
game42_set3_115645,train,25,3,01:04:14,115645,13,12,A,2,放小球,,1.0,2.0,2.0,0.7389,0.5093,2.0,1.0,0.4323,-0.0858,,,,,8.0,0.1721,-0.2844,8.0,0.4681,0.5433,0,1,Viktor Axelsen,2.0,7.0,0.3984960760695192,0.4735900658573591,0.2769977121830888,0.1939773573259071,0.3370146247298956
game42_set3_115665,train,25,4,01:04:15,115665,13,12,B,3,挑球,,,2.0,1.0,0.4323,-0.0858,2.0,13.0,-0.7006,1.0135,出界,對手出界,A,,8.0,0.27,-0.2099,8.0,0.1505,0.5997,0,0,Lee Zii Jia,7.0,2.0,,,,,
game42_set3_116996,train,26,1,01:04:59,116996,14,12,A,1,發短球,,1.0,2.0,,-0.2348,-0.4115,2.0,7.0,-0.1025,-0.0384,,,,,8.0,-0.2348,-0.4115,8.0,0.0724,0.6055,0,1,Viktor Axelsen,8.0,7.0,0.0,0.0,0.1590199622403084,0.2761596214029581,0.1555984637237625
game42_set3_117014,train,26,2,01:05:00,117014,14,12,B,2,放小球,,,2.0,7.0,-0.1025,-0.0384,2.0,7.0,-0.495,0.3724,,,,,8.0,-0.1823,-0.1477,8.0,0.0309,0.6334,0,0,Lee Zii Jia,7.0,7.0,0.2154164570949573,0.463142248787849,0.2012362712991695,0.4997843895878228,0.3566336713753874
game42_set3_117036,train,26,3,01:05:01,117036,14,12,A,2,放小球,,,2.0,7.0,-0.495,0.3724,2.0,1.0,0.5088,-0.0362,,,,,7.0,-0.1304,-0.2127,8.0,-0.3647,0.477,0,1,Viktor Axelsen,7.0,2.0,0.2565437009094728,0.3381716463936456,0.3671341636559583,0.3051780986813412,0.3618213826494306
game42_set3_117062,train,26,4,01:05:02,117062,14,12,B,2,挑球,,,2.0,1.0,0.5088,-0.0362,1.0,3.0,-0.5971,0.9083,,,,,7.0,0.3772,-0.1255,8.0,0.0568,0.6166,0,0,Lee Zii Jia,1.0,2.0,0.4181618816405004,0.4986692576202262,0.3970058115909379,0.2085139973971891,0.4014328348028463
game42_set3_117095,train,26,5,01:05:03,117095,14,12,A,2,點扣,,,1.0,3.0,-0.5971,0.9083,2.0,6.0,-0.5649,-0.3303,,,,,9.0,0.0589,-0.3238,8.0,-0.3319,0.9407,0,1,Viktor Axelsen,3.0,1.0,0.447262922805666,0.2809227434389856,0.8685396923243598,0.9650787856257038,0.9266015578905116
game42_set3_117108,train,26,6,01:05:03,117108,14,12,B,2,擋小球,,1.0,2.0,6.0,-0.5649,-0.3303,2.0,1.0,-0.6715,0.4226,,,,,8.0,-0.3054,-0.4909,3.0,-0.5658,0.9413,0,0,Lee Zii Jia,6.0,2.0,0.9066325198182608,0.9961143242662572,0.2504170801950839,0.2496620025429731,0.5614355202402375
game42_set3_117133,train,26,7,01:05:04,117133,14,12,A,2,放小球,,,2.0,1.0,-0.6715,0.4226,2.0,2.0,-0.4542,-0.0468,,,,,7.0,-0.2439,-0.3467,8.0,-0.4219,0.4771,0,1,Viktor Axelsen,1.0,7.0,0.3044557795243326,0.2704151609040089,0.1505050628055797,0.1433144556206778,0.2237282662793075
game42_set3_117158,train,26,8,01:05:05,117158,14,12,B,2,放小球,,1.0,2.0,2.0,-0.4542,-0.0468,2.0,1.0,-0.6977,0.373,,,,,8.0,-0.3413,-0.1669,8.0,-0.39,0.6758,0,0,Lee Zii Jia,7.0,2.0,0.207121218763726,0.2681165809567705,0.1233565550169315,0.0,0.1118614859408494
game42_set3_117185,train,26,9,01:05:06,117185,14,12,A,2,挑球,,,2.0,1.0,-0.6977,0.373,1.0,6.0,-0.59,-0.6142,,,,,1.0,-0.1761,-0.1427,8.0,-0.661,0.4613,0,1,Viktor Axelsen,1.0,1.0,0.180673068181276,0.2050360196912696,0.234231336755996,0.2111042719059827,0.2353133017057749
game42_set3_117220,train,26,10,01:05:07,117220,14,12,B,2,殺球,1.0,,1.0,6.0,-0.59,-0.6142,2.0,5.0,-0.5353,0.7259,,,,,8.0,-0.2139,-0.6109,8.0,-0.2651,0.7141,0,0,Lee Zii Jia,6.0,2.0,0.2886875839719827,0.3997038105268841,0.977490666253409,0.4038182631775894,0.671417251323848
game42_set3_117232,train,26,11,01:05:07,117232,14,12,A,2,擋小球,,,2.0,5.0,-0.5353,0.7259,2.0,8.0,0.2273,-0.1897,,,,,8.0,-0.3057,-0.6404,8.0,-0.4364,0.7753,0,1,Viktor Axelsen,5.0,7.0,0.9688517219746652,0.2712229745974006,0.4098279537276232,0.4748102127610504,0.7480677474218399
game42_set3_117258,train,26,12,01:05:08,117258,14,12,B,2,放小球,,,2.0,8.0,0.2273,-0.1897,2.0,8.0,0.036,0.6056,,,,,8.0,0.0925,-0.324,8.0,-0.0727,0.7467,0,0,Lee Zii Jia,8.0,7.0,0.4597542887643663,0.5764894230824292,0.3338574742597587,0.3611744062782058,0.4561989718783806
game42_set3_117279,train,26,13,01:05:09,117279,14,12,A,2,放小球,,1.0,2.0,8.0,0.036,0.6056,2.0,2.0,-0.4328,-0.0469,,,,,8.0,0.0039,-0.3236,8.0,-0.198,0.5814,0,1,Viktor Axelsen,8.0,7.0,0.3857436397655596,0.1071456083751505,0.2950440397668228,0.3855860435792722,0.4192665329850244
game42_set3_117302,train,26,14,01:05:10,117302,14,12,B,3,挑球,,1.0,2.0,2.0,-0.4328,-0.0469,2.0,13.0,0.5428,1.0368,出界,對手出界,A,,7.0,-0.3168,-0.1371,8.0,-0.1667,0.62,0,0,Lee Zii Jia,7.0,1.0,,,,,
game42_set3_117924,train,27,1,01:05:30,117924,15,12,A,1,未知球種,,1.0,2.0,,0.2574,-0.3946,2.0,,,,,,,1.0,8.0,0.2574,-0.3946,8.0,-0.0576,0.6086,0,1,Viktor Axelsen,,,0.0,0.0,,,
game42_set3_117946,train,27,2,01:05:31,117946,15,12,B,2,放小球,,1.0,2.0,,0.1847,-0.0997,2.0,2.0,0.6815,0.4928,,,,,7.0,0.1847,-0.0997,8.0,0.0048,0.6445,0,0,Lee Zii Jia,,1.0,0.1371212987789632,0.4311962093174641,0.2962452483366344,0.6007357693180683,0.4057858319469939
game42_set3_117968,train,27,3,01:05:32,117968,15,12,A,2,挑球,,1.0,2.0,2.0,0.6815,0.4928,1.0,8.0,-0.3639,-0.67,,,,,7.0,0.1172,-0.2192,8.0,0.4992,0.4878,0,1,Viktor Axelsen,2.0,7.0,0.3491017063414369,0.3994584172611026,0.4044634253489841,0.2968991157205639,0.4126206843013095
game42_set3_118003,train,27,4,01:05:33,118003,15,12,B,2,殺球,1.0,,1.0,8.0,-0.3639,-0.67,2.0,5.0,-0.6082,0.693,,,,,8.0,-0.1499,-0.7058,8.0,-0.0885,0.697,0,0,Lee Zii Jia,8.0,2.0,0.4545281505372996,0.5355467366690232,0.6735648379639358,0.92928619698927,0.8332382107209233
game42_set3_118022,train,27,5,01:05:34,118022,15,12,A,2,擋小球,,,2.0,5.0,-0.6082,0.693,2.0,6.0,-0.5339,-0.1561,,,,,8.0,-0.1527,-0.6111,8.0,-0.369,0.7365,0,1,Viktor Axelsen,5.0,1.0,0.7166874831311251,0.3431561838738799,0.3019239771506671,0.290090810296049,0.5204941842606039
game42_set3_118046,train,27,6,01:05:34,118046,15,12,B,2,放小球,,1.0,2.0,6.0,-0.5339,-0.1561,2.0,7.0,-0.0217,0.4815,,,,,8.0,-0.3874,-0.2614,8.0,-0.156,0.7138,0,0,Lee Zii Jia,2.0,7.0,0.3546339394925066,0.4818314333757843,0.3169618399150475,0.3699897585060786,0.4089117902474607
game42_set3_118068,train,27,7,01:05:35,118068,15,12,A,2,放小球,,1.0,2.0,7.0,-0.0217,0.4815,2.0,2.0,-0.8029,0.0034,,,,,8.0,-0.1244,-0.2326,8.0,-0.193,0.5372,0,1,Viktor Axelsen,7.0,1.0,0.3692838665502602,0.1545417351855137,0.401867423296821,0.1894235520091717,0.3750712767139381
game42_set3_118088,train,27,8,01:05:36,118088,15,12,B,2,放小球,,1.0,2.0,2.0,-0.8029,0.0034,2.0,7.0,-0.3495,0.3775,,,,,7.0,-0.2983,-0.0824,8.0,-0.2291,0.6201,0,0,Lee Zii Jia,2.0,7.0,0.4519991182338496,0.5102788088038701,0.188953714305976,0.1734886676429184,0.3140271483793464
game42_set3_118112,train,27,9,01:05:37,118112,15,12,A,2,放小球,,,2.0,7.0,-0.3495,0.3775,2.0,7.0,-0.1476,0.1451,,,,,7.0,-0.1454,-0.0881,7.0,-0.2714,0.4215,0,1,Viktor Axelsen,7.0,7.0,0.2445780002741938,0.1437478816328769,0.0805980433828177,0.4000508360257517,0.2767596180487923
game42_set3_118134,train,27,10,01:05:37,118134,15,12,B,3,挑球,,1.0,2.0,7.0,-0.1476,0.1451,2.0,13.0,0.8396,1.0138,出界,對手出界,A,,7.0,-0.1219,0.0677,7.0,-0.2194,0.4269,0,0,Lee Zii Jia,7.0,1.0,,,,,
game42_set3_118709,train,28,1,01:05:56,118709,15,13,A,1,發短球,,1.0,2.0,,-0.2318,-0.4015,2.0,7.0,-0.1789,-0.0182,,,,,8.0,-0.2318,-0.4015,8.0,0.0777,0.6221,0,1,Viktor Axelsen,8.0,7.0,0.0,0.0,0.1031475675933165,0.198888323843955,0.0999804881071993
game42_set3_118733,train,28,2,01:05:57,118733,15,13,B,2,放小球,,,2.0,7.0,-0.1789,-0.0182,2.0,2.0,0.6345,0.4597,,,,,8.0,-0.2312,-0.1425,8.0,-0.016,0.6361,0,0,Lee Zii Jia,7.0,1.0,0.1609854173291691,0.3661642863750314,0.2984194375073506,0.6159276728564211,0.4230088850747097
game42_set3_118760,train,28,3,01:05:58,118760,15,13,A,2,挑球,,1.0,2.0,2.0,0.6345,0.4597,1.0,8.0,-0.2172,-0.7105,,,,,7.0,0.0407,-0.2289,8.0,0.3793,0.4659,0,1,Viktor Axelsen,2.0,7.0,0.351219807381446,0.3201164634512758,0.300265616992097,0.2104515835274582,0.3338673972593559
game42_set3_118802,train,28,4,01:06:00,118802,15,13,B,3,殺球,1.0,,1.0,8.0,-0.2172,-0.7105,2.0,5.0,-0.8833,0.7932,對手落地致勝,落地致勝,B,,8.0,-0.1652,-0.6908,8.0,-0.239,0.7472,0,0,Lee Zii Jia,8.0,2.0,,,,,
game42_set3_119437,val,29,1,01:06:21,119437,15,14,B,1,未知球種,,,2.0,,,,2.0,,,,,,,1.0,,,,,,,0,0,Lee Zii Jia,,,,,,,
game42_set3_119460,val,29,2,01:06:22,119460,15,14,A,2,放小球,,,2.0,,0.0224,-0.2338,2.0,1.0,0.6957,0.0823,,,,,7.0,0.0224,-0.2338,8.0,0.4887,0.4656,0,1,Viktor Axelsen,,2.0,,,0.2685493512175598,,
game42_set3_119483,val,29,3,01:06:22,119483,15,14,B,2,挑球,,,2.0,1.0,0.6957,0.0823,1.0,9.0,-0.3579,0.9242,,,,,7.0,0.301,-0.0503,8.0,0.1765,0.5608,0,0,Lee Zii Jia,1.0,7.0,0.3221202875752968,0.2406660114553508,0.3005920306224135,0.4236413712600694,0.4109035852166746
game42_set3_119522,val,29,4,01:06:24,119522,15,14,A,2,點扣,,,1.0,9.0,-0.3579,0.9242,2.0,5.0,0.5724,-0.3061,,,,,9.0,0.0741,-0.3488,8.0,-0.2383,0.968,0,1,Viktor Axelsen,9.0,2.0,0.3533363535396701,0.216009129368207,0.9560021908472623,0.3423507371773361,0.6637697904705245
game42_set3_119537,val,29,5,01:06:24,119537,15,14,B,2,擋小球,,,2.0,5.0,0.5724,-0.3061,2.0,6.0,0.6716,0.6482,,,,,8.0,0.1046,-0.3939,13.0,-0.4042,1.0623,0,0,Lee Zii Jia,5.0,1.0,0.9918387252296051,1.0,0.3178660051688053,0.554176352025338,0.7524084500322413
game42_set3_119563,val,29,6,01:06:25,119563,15,14,A,2,放小球,,1.0,2.0,6.0,0.6716,0.6482,2.0,2.0,-0.6885,0.0307,,,,,8.0,0.5538,-0.4259,5.0,0.5102,0.6708,0,1,Viktor Axelsen,6.0,1.0,0.3701647068148145,0.5673833316146825,0.5517970980960442,0.7121686777469904,0.6564349717250564
game42_set3_119588,val,29,7,01:06:26,119588,15,14,B,2,放小球,,1.0,2.0,2.0,-0.6885,0.0307,2.0,7.0,0.0614,0.4225,,,,,7.0,-0.2678,-0.1074,8.0,0.0886,0.7552,0,0,Lee Zii Jia,2.0,7.0,0.5980610177215884,0.6941200645116317,0.2992759029365383,0.3546531922210094,0.4968038738013656
game42_set3_119612,val,29,8,01:06:27,119612,15,14,A,2,挑球,,1.0,2.0,7.0,0.0614,0.4225,1.0,8.0,-0.3483,-0.5405,,,,,7.0,-0.0665,-0.3475,8.0,-0.0425,0.476,0,1,Viktor Axelsen,7.0,7.0,0.3520541783463685,0.1771899663554443,0.3115948394049103,0.2986654940802724,0.3757979872374625
game42_set3_119641,val,29,9,01:06:28,119641,15,14,B,3,殺球,1.0,,1.0,8.0,-0.3483,-0.5405,2.0,5.0,-0.7637,0.8204,對手落地致勝,落地致勝,B,,8.0,-0.1374,-0.5714,8.0,-0.2495,0.7196,0,0,Lee Zii Jia,8.0,2.0,,,,,
game42_set3_121054,train,30,1,01:07:15,121054,15,15,B,1,發短球,,1.0,2.0,,0.0223,-0.2587,2.0,7.0,-0.1987,0.3937,,,,,8.0,0.0223,-0.2587,8.0,-0.3275,0.7032,0,0,Lee Zii Jia,8.0,7.0,0.0,0.0,0.3665796988498329,0.5632139041154742,0.3622130619106748
game42_set3_121070,train,30,2,01:07:15,121070,15,15,A,2,放小球,,,2.0,7.0,-0.1987,0.3937,2.0,7.0,0.2167,0.1447,,,,,7.0,0.0224,-0.2188,8.0,-0.1777,0.4433,0,1,Viktor Axelsen,7.0,7.0,0.4176217205090216,0.2592739803851401,0.1623521094774948,0.2573728860070047,0.3235953202795588
game42_set3_121092,train,30,3,01:07:16,121092,15,15,B,2,放小球,,,2.0,7.0,0.2167,0.1447,2.0,7.0,-0.069,0.3381,,,,,7.0,0.0412,-0.0142,8.0,-0.0683,0.5424,0,0,Lee Zii Jia,7.0,7.0,0.2186626440521959,0.2849489243245384,0.0977923509344759,0.0607901040180125,0.1313975519073653
game42_set3_121114,train,30,4,01:07:17,121114,15,15,A,2,放小球,,,2.0,7.0,-0.069,0.3381,2.0,7.0,0.0031,0.1287,,,,,7.0,0.0074,-0.1289,7.0,-0.0116,0.3931,0,1,Viktor Axelsen,7.0,7.0,0.1557683506050126,0.1176775121073442,0.0256234477116495,0.0876743450453952,0.0862080696459894
game42_set3_121140,train,30,5,01:07:18,121140,15,15,B,2,放小球,,1.0,2.0,7.0,0.0031,0.1287,2.0,7.0,0.2381,0.3166,,,,,7.0,0.0443,0.0176,8.0,0.0983,0.55,0,0,Lee Zii Jia,7.0,7.0,0.0854612075875353,0.1303401632788825,0.0489901788269391,0.1275630456778436,0.083262365655382
game42_set3_121168,train,30,6,01:07:18,121168,15,15,A,2,挑球,,1.0,2.0,7.0,0.2381,0.3166,1.0,8.0,-0.2201,-0.6607,,,,,7.0,0.0502,-0.1241,7.0,0.1448,0.4389,0,1,Viktor Axelsen,7.0,7.0,0.1082251409855696,0.1248531487499435,0.2432508841159145,0.2912813952076772,0.2423097368373291
game42_set3_121205,train,30,7,01:07:20,121205,15,15,B,2,殺球,1.0,,1.0,8.0,-0.2201,-0.6607,2.0,5.0,-0.6493,0.8146,,,,,8.0,0.0307,-0.6033,8.0,-0.1818,0.7636,0,0,Lee Zii Jia,8.0,2.0,0.297474451692956,0.4073481689008236,0.9587557068663288,0.9633507768890488,0.9009945784815598
game42_set3_121217,train,30,8,01:07:20,121217,15,15,A,2,擋小球,,,2.0,5.0,-0.6493,0.8146,2.0,2.0,-0.5184,-0.0715,,,,,8.0,0.0183,-0.7131,8.0,-0.3011,0.8357,0,1,Viktor Axelsen,5.0,1.0,0.9991227074646324,0.471556986887828,0.2577455290769826,0.2964925307361958,0.6226951227984284
game42_set3_121246,train,30,9,01:07:21,121246,15,15,B,2,放小球,,1.0,2.0,2.0,-0.5184,-0.0715,2.0,8.0,-0.0891,0.5369,,,,,6.0,-0.424,-0.2164,8.0,-0.4777,0.8527,0,0,Lee Zii Jia,2.0,7.0,0.3115951744801501,0.4140265841066455,0.2439234155519158,0.3257706959309759,0.3419514041810977
game42_set3_121271,train,30,10,01:07:22,121271,15,15,A,2,放小球,,1.0,2.0,8.0,-0.0891,0.5369,2.0,2.0,-0.6412,0.1575,,,,,8.0,-0.0967,-0.153,8.0,-0.1721,0.5592,0,1,Viktor Axelsen,8.0,1.0,0.2981296336583616,0.2557553287960659,0.2772509976011694,0.1523625825852796,0.2778107636926381
game42_set3_121291,train,30,11,01:07:23,121291,15,15,B,2,放小球,,1.0,2.0,2.0,-0.6412,0.1575,2.0,1.0,-0.7135,0.2902,,,,,7.0,-0.5063,0.1019,8.0,-0.1721,0.5813,0,0,Lee Zii Jia,2.0,2.0,0.3305974552951805,0.3888318227233439,0.0,0.3519739129973459,0.2589411757845977
game42_set3_121316,train,30,12,01:07:23,121316,15,15,A,2,放小球,,,2.0,1.0,-0.7135,0.2902,1.0,2.0,-0.8594,0.1858,,,,,1.0,-0.2466,0.057,7.0,-0.5884,0.4169,0,1,Viktor Axelsen,1.0,1.0,0.0604987747055848,0.3139860207927735,0.0563170351935977,0.1711849778944524,0.0941176189070572
game42_set3_121331,train,30,13,01:07:24,121331,15,15,B,3,點扣,,1.0,1.0,2.0,-0.8594,0.1858,2.0,8.0,0.4012,0.7654,對手落地致勝,落地致勝,B,,7.0,-0.2311,0.057,1.0,-0.5884,0.4169,0,0,Lee Zii Jia,2.0,7.0,,,,,
game42_set3_122060,train,31,1,01:07:48,122060,16,15,B,1,發短球,,1.0,2.0,,-0.0479,-0.228,2.0,7.0,0.0823,0.4557,,,,,8.0,-0.0479,-0.228,8.0,0.401,0.721,0,0,Lee Zii Jia,8.0,7.0,0.0,0.0,0.2473002553676475,0.3982509124947012,0.2434767660875891
game42_set3_122083,train,31,2,01:07:49,122083,16,15,A,2,放小球,,,2.0,7.0,0.0823,0.4557,2.0,7.0,0.2093,-0.0199,,,,,7.0,0.0348,-0.1589,8.0,0.4054,0.477,0,1,Viktor Axelsen,7.0,7.0,0.3014193602479249,0.2291189048451194,0.1660597768740788,0.1823804324931081,0.2452765102561736
game42_set3_122105,train,31,3,01:07:50,122105,16,15,B,3,挑球,,,2.0,7.0,0.2093,-0.0199,2.0,13.0,-0.5914,1.0297,出界,對手出界,A,,8.0,0.0898,-0.1792,8.0,0.1089,0.6165,0,0,Lee Zii Jia,7.0,2.0,,,,,
game42_set3_122681,train,32,1,01:08:09,122681,16,16,A,1,未知球種,,,2.0,,,,2.0,,,,,,,1.0,,,,,,,0,1,Viktor Axelsen,,,,,,,
game42_set3_122706,train,32,2,01:08:10,122706,16,16,B,2,放小球,,,2.0,,0.0717,-0.0493,2.0,8.0,-0.1254,0.5425,,,,,7.0,0.0717,-0.0493,8.0,-0.1822,0.6421,0,0,Lee Zii Jia,,7.0,,,0.2693126619369362,,
